nominal_coverage,observed_test_coverage,mean_test_width_eV,conformal_quantile,n_conformal_calibration
0.5,0.520039100684262,0.3363950114379098,0.2702842095138303,255
0.8,0.782991202346041,0.7519031667870357,0.6041336707024575,255
0.9,0.8719452590420332,1.1412166350754,0.9169364158431362,255
0.95,0.9374389051808406,1.8467068319659248,1.4837785321136603,255
