evidence_tier,evidence_label,sample_index,raw_row_id,host,dopant,defecttype,common_pair_fold_stratum,host_oof_fold,impurity_oof_fold,host_identity_novelty,impurity_identity_novelty,host_identity_novelty_robust_z,impurity_identity_novelty_robust_z,novelty_gap,host_minus_impurity_absolute_error_eV
canonical,CANONICAL — REPAIRED G2 OOF,13,26,MoS2,Au,adsorbate,3,2,0,1.3186148569594756,0.662398674947378,-0.277435234015773,-0.5320900309874064,0.25465479697163335,-0.08224805196126272
canonical,CANONICAL — REPAIRED G2 OOF,14,27,NbS2,B,adsorbate,0,3,1,1.3916688431242765,1.4214595672602832,-0.24260221396305928,1.4035233498414326,-1.6461255638044918,0.4677569046508624
canonical,CANONICAL — REPAIRED G2 OOF,15,28,SnS2,Rh,adsorbate,2,0,3,1.9143929162778401,0.7459047237303301,0.006638916851063596,-0.319148714893628,0.3257876317446916,0.2779794534047446
canonical,CANONICAL — REPAIRED G2 OOF,16,29,MoSe2,Cl,adsorbate,0,4,1,0.00010307749485036766,1.366370081682418,-0.906117523168662,1.2630445733593785,-2.1691620965280407,-0.25674549738566077
canonical,CANONICAL — REPAIRED G2 OOF,17,31,WTe2,Ir,adsorbate,0,1,2,1.7400210317107727,0.5673773703872499,-0.07650369686000975,-0.7743953722755963,0.6978916754155865,-0.3840559323628745
canonical,CANONICAL — REPAIRED G2 OOF,18,32,SnS2,Hf,adsorbate,4,0,0,1.9143929162778401,0.4481429350245504,0.006638916851063596,-1.0784444556638548,1.0850833725149185,0.4267017046610513
canonical,CANONICAL — REPAIRED G2 OOF,19,33,MoSe2,N,adsorbate,4,4,4,0.00010307749485036766,1.2333048881688022,-0.906117523168662,0.9237269089981913,-1.8298444321668534,-2.8737918535868325
canonical,CANONICAL — REPAIRED G2 OOF,20,34,NbS2,Br,adsorbate,2,3,0,1.3916688431242765,0.790787977276079,-0.24260221396305928,-0.2046959390780192,-0.03790627488504009,0.6422392622031655
canonical,CANONICAL — REPAIRED G2 OOF,21,35,NbSe2,Os,adsorbate,1,2,1,1.6448406054994085,0.7304036081966097,-0.12188686989271873,-0.35867672502917664,0.2367898551364579,-1.2037367820739746
canonical,CANONICAL — REPAIRED G2 OOF,22,37,WS2,Pt,adsorbate,4,4,4,0.00012001454897472285,0.507701781223877,-0.9061094473773613,-0.9265687618721891,0.02045931449482774,-1.181077990316195
canonical,CANONICAL — REPAIRED G2 OOF,23,39,WTe2,H,adsorbate,0,1,0,1.7400210317107727,2.1128262355237384,-0.07650369686000975,3.166515736489311,-3.2430194333493207,-1.2870689981336125
canonical,CANONICAL — REPAIRED G2 OOF,24,40,SnS2,Cd,interstitial,3,0,2,1.9143929162778401,1.0890268525776023,0.006638916851063596,0.5558163776057969,-0.5491774607547334,0.9572833379109702
canonical,CANONICAL — REPAIRED G2 OOF,25,41,WSe2,Lu,adsorbate,2,3,3,1.538570755978816,0.9876386966939341,-0.17255761345760898,0.29727549745584236,-0.46983311091345137,-0.4656206572867889
canonical,CANONICAL — REPAIRED G2 OOF,26,42,WS2,Cl,interstitial,3,4,1,0.00012001454897472285,1.366370081682418,-0.9061094473773613,1.2630445733593785,-2.1691540207367397,0.5164725902893075
canonical,CANONICAL — REPAIRED G2 OOF,27,43,SnS2,Li,adsorbate,3,0,4,1.9143929162778401,1.5561918458798707,0.006638916851063596,1.7470920990243748,-1.7404531821733111,-0.8356028000513712
canonical,CANONICAL — REPAIRED G2 OOF,28,44,NbSe2,Mo,adsorbate,2,2,1,1.6448406054994085,0.5901272463492673,-0.12188686989271873,-0.7163829456439199,0.5944960757512012,0.26538213094075536
canonical,CANONICAL — REPAIRED G2 OOF,29,46,MoS2,C,adsorbate,4,2,0,1.3186148569594756,1.019916918998954,-0.277435234015773,0.37958530900810106,-0.657020543023874,-1.4543429358369506
canonical,CANONICAL — REPAIRED G2 OOF,30,47,WTe2,Al,adsorbate,2,1,2,1.7400210317107727,1.3439302346257356,-0.07650369686000975,1.2058227237468677,-1.2823264206068774,-0.057615915934244866
