Config: {"model": "baseline", "data_path": "data/processed/augmented_dataset.pkl", "output_dir": "results/baseline_h128_aug_long_seed2", "seed": 2, "batch_size": 64, "epochs": 50, "train_ratio": 0.8, "val_ratio": 0.1, "loss": "mse", "grad_clip": 5.0, "optimizer": {"lr": 0.0003, "weight_decay": 0.0001}, "scheduler": {"factor": 0.5, "patience": 6}, "model_kwargs": {"atom_fea_len": 9, "hidden_dim": 128, "n_local_layers": 3, "n_global_layers": 2, "num_heads": 4, "rcut_local": 5.0, "dmax_global": 12.0, "defect_embedding": true, "dropout": 0.1}}
Device: cuda
Model: CrystalTransformer | params=0.747M
Train/Val/Test sizes: 25538/3192/3193
Target stats: mean=2.6151 std=3.2036
Epoch 01/50 | train MAE 2.0866 | val MAE 2.0619 RMSE 2.6623 | lr 3.00e-04 | 15.5s *
Epoch 02/50 | train MAE 1.5551 | val MAE 1.4079 RMSE 1.9717 | lr 3.00e-04 | 14.7s *
Epoch 03/50 | train MAE 1.1782 | val MAE 1.0252 RMSE 1.5318 | lr 3.00e-04 | 14.8s *
Epoch 04/50 | train MAE 1.0251 | val MAE 0.9825 RMSE 1.5480 | lr 3.00e-04 | 14.7s *
Epoch 05/50 | train MAE 0.9875 | val MAE 0.9258 RMSE 1.4469 | lr 3.00e-04 | 14.8s *
Epoch 06/50 | train MAE 0.9052 | val MAE 0.8847 RMSE 1.3477 | lr 3.00e-04 | 15.0s *
Epoch 07/50 | train MAE 0.8670 | val MAE 0.8874 RMSE 1.2972 | lr 3.00e-04 | 14.8s 
Epoch 08/50 | train MAE 0.7993 | val MAE 0.9295 RMSE 1.3052 | lr 3.00e-04 | 14.7s 
Epoch 09/50 | train MAE 0.7614 | val MAE 0.8198 RMSE 1.1849 | lr 3.00e-04 | 14.9s *
Epoch 10/50 | train MAE 0.7290 | val MAE 0.8474 RMSE 1.2983 | lr 3.00e-04 | 14.8s 
Epoch 11/50 | train MAE 0.6839 | val MAE 0.6527 RMSE 1.0045 | lr 3.00e-04 | 14.8s *
Epoch 12/50 | train MAE 0.6579 | val MAE 0.7419 RMSE 1.0672 | lr 3.00e-04 | 15.0s 
Epoch 13/50 | train MAE 0.6455 | val MAE 0.7072 RMSE 1.0423 | lr 3.00e-04 | 14.9s 
Epoch 14/50 | train MAE 0.6139 | val MAE 0.7086 RMSE 1.0038 | lr 3.00e-04 | 14.7s 
Epoch 15/50 | train MAE 0.5918 | val MAE 0.6392 RMSE 0.9308 | lr 3.00e-04 | 14.7s *
Epoch 16/50 | train MAE 0.5822 | val MAE 0.5993 RMSE 0.9194 | lr 3.00e-04 | 14.8s *
Epoch 17/50 | train MAE 0.5839 | val MAE 0.5852 RMSE 0.8965 | lr 3.00e-04 | 14.7s *
Epoch 18/50 | train MAE 0.5321 | val MAE 0.5572 RMSE 0.8415 | lr 3.00e-04 | 14.8s *
Epoch 19/50 | train MAE 0.5107 | val MAE 0.6833 RMSE 0.9525 | lr 3.00e-04 | 14.9s 
Epoch 20/50 | train MAE 0.5626 | val MAE 0.6553 RMSE 0.9382 | lr 3.00e-04 | 14.8s 
Epoch 21/50 | train MAE 0.5844 | val MAE 0.6333 RMSE 0.9109 | lr 3.00e-04 | 14.7s 
Epoch 22/50 | train MAE 0.5044 | val MAE 0.4400 RMSE 0.6684 | lr 3.00e-04 | 14.9s *
Epoch 23/50 | train MAE 0.4763 | val MAE 0.6164 RMSE 0.8572 | lr 3.00e-04 | 14.8s 
Epoch 24/50 | train MAE 0.4730 | val MAE 0.5540 RMSE 0.8187 | lr 3.00e-04 | 14.8s 
Epoch 25/50 | train MAE 0.4877 | val MAE 0.5356 RMSE 0.7773 | lr 3.00e-04 | 15.0s 
Epoch 26/50 | train MAE 0.4942 | val MAE 0.5105 RMSE 0.7304 | lr 3.00e-04 | 14.8s 
Epoch 27/50 | train MAE 0.5060 | val MAE 0.5293 RMSE 0.7952 | lr 3.00e-04 | 14.7s 
Epoch 28/50 | train MAE 0.4340 | val MAE 0.4350 RMSE 0.6445 | lr 3.00e-04 | 14.8s *
Epoch 29/50 | train MAE 0.4414 | val MAE 0.4720 RMSE 0.6834 | lr 3.00e-04 | 14.8s 
Epoch 30/50 | train MAE 0.4105 | val MAE 0.4467 RMSE 0.6639 | lr 3.00e-04 | 14.8s 
Epoch 31/50 | train MAE 0.4169 | val MAE 0.4380 RMSE 0.6495 | lr 3.00e-04 | 14.9s 
Epoch 32/50 | train MAE 0.4532 | val MAE 0.5258 RMSE 0.7496 | lr 3.00e-04 | 14.8s 
Epoch 33/50 | train MAE 0.4146 | val MAE 0.4228 RMSE 0.5983 | lr 3.00e-04 | 14.8s *
Epoch 34/50 | train MAE 0.4160 | val MAE 0.4112 RMSE 0.5946 | lr 3.00e-04 | 14.9s *
Epoch 35/50 | train MAE 0.4309 | val MAE 0.5231 RMSE 0.7357 | lr 3.00e-04 | 14.7s 
Epoch 36/50 | train MAE 0.3980 | val MAE 0.3988 RMSE 0.5907 | lr 3.00e-04 | 14.9s *
Epoch 37/50 | train MAE 0.4165 | val MAE 0.5764 RMSE 0.8417 | lr 3.00e-04 | 15.0s 
Epoch 38/50 | train MAE 0.4744 | val MAE 0.3913 RMSE 0.5811 | lr 3.00e-04 | 14.8s *
Epoch 39/50 | train MAE 0.3835 | val MAE 0.3806 RMSE 0.5669 | lr 3.00e-04 | 14.7s *
Epoch 40/50 | train MAE 0.3615 | val MAE 0.3514 RMSE 0.5305 | lr 3.00e-04 | 14.8s *
Epoch 41/50 | train MAE 0.3515 | val MAE 0.3941 RMSE 0.5602 | lr 3.00e-04 | 14.7s 
Epoch 42/50 | train MAE 0.3660 | val MAE 0.3580 RMSE 0.5368 | lr 3.00e-04 | 14.8s 
Epoch 43/50 | train MAE 0.3489 | val MAE 0.4479 RMSE 0.6339 | lr 3.00e-04 | 14.9s 
Epoch 44/50 | train MAE 0.4573 | val MAE 0.5324 RMSE 0.8020 | lr 3.00e-04 | 15.0s 
Epoch 45/50 | train MAE 0.4493 | val MAE 0.3702 RMSE 0.5382 | lr 3.00e-04 | 14.8s 
Epoch 46/50 | train MAE 0.3440 | val MAE 0.3278 RMSE 0.4769 | lr 3.00e-04 | 14.7s *
Epoch 47/50 | train MAE 0.3172 | val MAE 0.4123 RMSE 0.5797 | lr 3.00e-04 | 14.8s 
Epoch 48/50 | train MAE 0.3498 | val MAE 0.3091 RMSE 0.4680 | lr 3.00e-04 | 14.7s *
Epoch 49/50 | train MAE 0.3091 | val MAE 0.3357 RMSE 0.4850 | lr 3.00e-04 | 14.9s 
Epoch 50/50 | train MAE 0.3059 | val MAE 0.2925 RMSE 0.4396 | lr 3.00e-04 | 15.0s *

[Final] Test MAE 0.2965 | RMSE 0.4281
