model,family,regime,split_id,seed,manifest_path,manifest_sha256,prediction_path,git_commit,validation_mae,validation_rmse,validation_bias,validation_spearman,validation_r2,test_mae,test_rmse,test_bias,test_spearman,test_r2
descriptor:lightgbm,lightgbm,host_cv,host_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/metrics.json,57d2ad3de764c55803f44fcd1d1ea282b21ad1d96759a0e013dfed173b163e3c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/predictions.npz,,1.090200064283599,1.875559415990559,-0.30316086709046125,0.8609910959993113,0.693697243896142,1.1761216399560506,1.9357399948372622,-0.5003553432612133,0.8411231755966183,0.6854772565999581
descriptor:mean,mean,host_cv,host_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/metrics.json,57d2ad3de764c55803f44fcd1d1ea282b21ad1d96759a0e013dfed173b163e3c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/predictions.npz,,2.311253544275033,3.461668860535211,-0.7061776115023186,,-0.04342273162250021,2.451148227526058,3.4783131614515077,-0.4302214750012266,,-0.015536106099438118
descriptor:random_forest,random_forest,host_cv,host_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/metrics.json,57d2ad3de764c55803f44fcd1d1ea282b21ad1d96759a0e013dfed173b163e3c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/predictions.npz,,1.1528132654096215,2.0559026504133855,-0.34268914079785834,0.8280073711748909,0.631960574655866,1.141753224721809,1.8874018973948707,-0.2912425466158078,0.8610578107271372,0.7009892631068413
descriptor:ridge,ridge,host_cv,host_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/metrics.json,57d2ad3de764c55803f44fcd1d1ea282b21ad1d96759a0e013dfed173b163e3c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f3/predictions.npz,,2.002515300133506,2.89539805839781,-0.8709805523925971,0.5607098211359639,0.27002866085445376,2.267141564393207,3.046549766192331,-0.6382947071995192,0.5605688345009401,0.2209334420277541
descriptor:hist_gradient_boosting,hist_gradient_boosting,host_cv,host_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/metrics.json,e67243e51315be44503b931cb8a93f2b4ee1a286fdbf4d4633ae93a55bcf4d4e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/predictions.npz,,1.0611166387685196,1.937889848108843,0.5251747264385596,0.8201230952667128,0.5089491717492521,1.249415567889836,2.232923728847164,-0.2863146681789181,0.7807402601853108,0.5658527755393123
descriptor:lightgbm,lightgbm,host_cv,host_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/metrics.json,e67243e51315be44503b931cb8a93f2b4ee1a286fdbf4d4633ae93a55bcf4d4e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/predictions.npz,,1.0782798350408,1.9741760664363226,0.5401489918930064,0.8137397732459472,0.4903875402864998,1.2361127634089357,2.2201834838811245,-0.3399538692820525,0.786471324717529,0.5707928123032378
descriptor:mean,mean,host_cv,host_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/metrics.json,e67243e51315be44503b931cb8a93f2b4ee1a286fdbf4d4633ae93a55bcf4d4e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/predictions.npz,,2.069612840330715,2.7808659767832915,0.29240385398823193,,-0.011179810896218889,2.3133930526272857,3.4293616899216723,-0.5254113810057812,,-0.02403743942495762
descriptor:random_forest,random_forest,host_cv,host_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/metrics.json,e67243e51315be44503b931cb8a93f2b4ee1a286fdbf4d4633ae93a55bcf4d4e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/predictions.npz,,1.0941931764823911,1.961259846487948,0.47675105690089725,0.7999139239824113,0.497034094463197,1.2570495819620968,2.2210485826804707,-0.07671473109931409,0.7814982113894627,0.5704582643114917
descriptor:ridge,ridge,host_cv,host_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/metrics.json,e67243e51315be44503b931cb8a93f2b4ee1a286fdbf4d4633ae93a55bcf4d4e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/host_cv5_f4/predictions.npz,,1.7421797119624172,2.434815610786387,0.44756126637066906,0.5494231698296672,0.22482380436492455,1.9729700358900073,2.8394217584927115,-0.5205871173119055,0.5389398688469739,0.29798068199594596
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_cv,id_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/metrics.json,f0ff681edecf3934afd0aaa3576f561727b77451500ea3c639e90157b3f1968c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/predictions.npz,,0.6438069982514585,1.1187156725758816,0.025659059670844676,0.9366789615053652,0.8728213153849305,0.6224791802821664,1.0927075867060456,0.00442903782000536,0.9374942848300261,0.8778702755712152
descriptor:lightgbm,lightgbm,id_cv,id_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/metrics.json,f0ff681edecf3934afd0aaa3576f561727b77451500ea3c639e90157b3f1968c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/predictions.npz,,0.6316989863901805,1.1172617963122644,0.01911344026812519,0.9378064486943692,0.8731516619180334,0.6145259667795199,1.0875916975283286,-0.0019434334722590917,0.9389379067732984,0.8790111837688417
descriptor:mean,mean,id_cv,id_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/metrics.json,f0ff681edecf3934afd0aaa3576f561727b77451500ea3c639e90157b3f1968c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/predictions.npz,,2.250574252513966,3.1376602584246753,0.06505194973864274,,-0.00043002679734627236,2.2596866237723794,3.12871372096688,0.11081053153631966,,-0.001255959214592428
descriptor:random_forest,random_forest,id_cv,id_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/metrics.json,f0ff681edecf3934afd0aaa3576f561727b77451500ea3c639e90157b3f1968c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/predictions.npz,,0.7401200515403712,1.3441889945316874,0.0011819132505940086,0.9164774785505644,0.8163903279949393,0.6993079114323908,1.2766852681814895,0.00305306276419891,0.9268976226983588,0.8332825133643017
descriptor:ridge,ridge,id_cv,id_cv5_f0,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/metrics.json,f0ff681edecf3934afd0aaa3576f561727b77451500ea3c639e90157b3f1968c,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f0/predictions.npz,,1.7022562265452115,2.330827771081576,0.05304595048046083,0.6445751771476436,0.44792859634397986,1.7182105842684847,2.319019559273588,0.08471083045617864,0.6251103377713336,0.44992452356774715
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_cv,id_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/metrics.json,a2e5789d1b70117647ea576d947435a579f66ea9b233786e08b3deb1ba5b19bd,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/predictions.npz,,0.6156025122300302,1.0649355023729377,0.002940118487832481,0.9439597144657934,0.8872343119012597,0.6382358543568557,1.118864723056539,0.03444117781410689,0.9420413775429672,0.8727874241875034
descriptor:lightgbm,lightgbm,id_cv,id_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/metrics.json,a2e5789d1b70117647ea576d947435a579f66ea9b233786e08b3deb1ba5b19bd,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/predictions.npz,,0.610456872924384,1.0505514363432658,-0.008719600850225792,0.9445250232644338,0.8902599876157228,0.6260601422901168,1.113079567755073,0.014794525093216266,0.9414864309429477,0.8740995432851046
descriptor:mean,mean,id_cv,id_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/metrics.json,a2e5789d1b70117647ea576d947435a579f66ea9b233786e08b3deb1ba5b19bd,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/predictions.npz,,2.3019995915544285,3.1712831885821204,-0.0030952177775597904,,-9.526048438956991e-07,2.2455639268478866,3.1371990141791337,0.036572030757485365,,-0.00013591676739266312
descriptor:random_forest,random_forest,id_cv,id_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/metrics.json,a2e5789d1b70117647ea576d947435a579f66ea9b233786e08b3deb1ba5b19bd,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/predictions.npz,,0.7009343334702945,1.2145159429676307,0.010891302664022908,0.9356094450998439,0.8533315158588975,0.7311429855161781,1.3260505601324255,0.007435609912143923,0.9187049934530127,0.8213121387130969
descriptor:ridge,ridge,id_cv,id_cv5_f1,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/metrics.json,a2e5789d1b70117647ea576d947435a579f66ea9b233786e08b3deb1ba5b19bd,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f1/predictions.npz,,1.7121548875913535,2.312059186864857,0.024245734623735398,0.6535209008587638,0.4684694167104082,1.6938223029611208,2.3294947528385404,0.038296570634582805,0.6452105405827826,0.4485598834962621
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_cv,id_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/metrics.json,578a884a38af37716a66d309cfbcc547f7df2af97e228c41ab3e0a6c5d4d77ef,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/predictions.npz,,0.6789434122278694,1.229473348729946,0.013444933964373474,0.9414801897703728,0.8621588815358184,0.6235780373580723,1.0504710507934303,-0.00912320267079332,0.9437823335500111,0.8902767810318839
descriptor:lightgbm,lightgbm,id_cv,id_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/metrics.json,578a884a38af37716a66d309cfbcc547f7df2af97e228c41ab3e0a6c5d4d77ef,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/predictions.npz,,0.6541121693217116,1.2014195581129363,0.011178357761803271,0.9454888985633922,0.8683775575056347,0.6035430514047995,1.0299060413966779,-0.01791260671142937,0.9452216211897573,0.8945308187708736
descriptor:mean,mean,id_cv,id_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/metrics.json,578a884a38af37716a66d309cfbcc547f7df2af97e228c41ab3e0a6c5d4d77ef,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/predictions.npz,,2.3720975065942005,3.3115380744881846,-0.001187704327753747,,-1.2863443066279956e-07,2.300510208417241,3.1713064564578897,-0.012536305716099119,,-1.562678050670563e-05
descriptor:random_forest,random_forest,id_cv,id_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/metrics.json,578a884a38af37716a66d309cfbcc547f7df2af97e228c41ab3e0a6c5d4d77ef,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/predictions.npz,,0.7705616577559404,1.4211794257230492,0.022498929865881284,0.9296347739614407,0.8158217366268343,0.7171200699501291,1.2383200910413428,0.013081723564821308,0.9359617121461482,0.8475258568548143
descriptor:ridge,ridge,id_cv,id_cv5_f2,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/metrics.json,578a884a38af37716a66d309cfbcc547f7df2af97e228c41ab3e0a6c5d4d77ef,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f2/predictions.npz,,1.7574293061330108,2.4516981174086188,0.0022486981426538656,0.6633441505695175,0.45188140280152844,1.7138427931055542,2.3116287452855104,0.01656371475813511,0.651693727429117,0.4686673109231386
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_cv,id_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/metrics.json,ca8533ec166c85d841e93209fea16fe67873b19508b9a939afc3b1789528c13e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/predictions.npz,,0.66199562076427,1.304715208993083,-0.04562053109776748,0.9388802744167871,0.8394714343945263,0.6627117395050204,1.2457854747066137,0.004715027053799567,0.9413401338167453,0.8584769836928783
descriptor:lightgbm,lightgbm,id_cv,id_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/metrics.json,ca8533ec166c85d841e93209fea16fe67873b19508b9a939afc3b1789528c13e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/predictions.npz,,0.645656348334923,1.2863716503941303,-0.0512259688865631,0.94322549822288,0.8439535849294234,0.6544658716916535,1.222747071805559,-0.01512756461093459,0.9419788942570113,0.8636629749114781
descriptor:mean,mean,id_cv,id_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/metrics.json,ca8533ec166c85d841e93209fea16fe67873b19508b9a939afc3b1789528c13e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/predictions.npz,,2.316472546591567,3.258976872591016,-0.12923078836787563,,-0.0015748995635291863,2.3673879784387903,3.311676928008274,-0.030349091567577244,,-8.39908434147052e-05
descriptor:random_forest,random_forest,id_cv,id_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/metrics.json,ca8533ec166c85d841e93209fea16fe67873b19508b9a939afc3b1789528c13e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/predictions.npz,,0.7530458287735012,1.4752637286848826,-0.0761114988715699,0.9256261180180173,0.7947608511817095,0.7507548601455979,1.4363866647679115,0.004069847495791627,0.9279072249696741,0.8118590730158077
descriptor:ridge,ridge,id_cv,id_cv5_f3,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/metrics.json,ca8533ec166c85d841e93209fea16fe67873b19508b9a939afc3b1789528c13e,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f3/predictions.npz,,1.7490060228768864,2.513072717758599,-0.10517008004203479,0.6385805141978037,0.40443250593580016,1.7400801719858785,2.4560541202143313,-0.03613536156282391,0.6688032659629528,0.44993195625697424
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_cv,id_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/metrics.json,0007873b6b7c61cc07e2ec4a23436ff5f8694fdeefe5a497316b9b640a9fd502,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/predictions.npz,,0.6015979342960116,1.0677194422788805,-0.028443276157980053,0.9437660402730461,0.8833921569115831,0.632971006539355,1.227521174693445,-0.04406515558762781,0.9413252621918482,0.8579049791719565
descriptor:lightgbm,lightgbm,id_cv,id_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/metrics.json,0007873b6b7c61cc07e2ec4a23436ff5f8694fdeefe5a497316b9b640a9fd502,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/predictions.npz,,0.5897576964994885,1.062802464752422,-0.04128129904999887,0.9445805750322871,0.8844636705121194,0.6271602713812869,1.2204392565704678,-0.05931237036419401,0.9442667203847184,0.8595398226164397
descriptor:mean,mean,id_cv,id_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/metrics.json,0007873b6b7c61cc07e2ec4a23436ff5f8694fdeefe5a497316b9b640a9fd502,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/predictions.npz,,2.25202118707071,3.127499311770068,0.06842054702492543,,-0.00047883572463569557,2.3198733656911243,3.2580911485172255,-0.10453837871974966,,-0.0010305578977767293
descriptor:random_forest,random_forest,id_cv,id_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/metrics.json,0007873b6b7c61cc07e2ec4a23436ff5f8694fdeefe5a497316b9b640a9fd502,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/predictions.npz,,0.6790291549523275,1.2246560710777492,-0.023131974037396648,0.9322497831760802,0.8465942140860176,0.7520996916946134,1.4148616708963802,-0.06698143136192472,0.9194806720087799,0.8112231051132279
descriptor:ridge,ridge,id_cv,id_cv5_f4,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/metrics.json,0007873b6b7c61cc07e2ec4a23436ff5f8694fdeefe5a497316b9b640a9fd502,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_cv5_f4/predictions.npz,,1.7095065406636867,2.3132803982792445,0.04739438466483622,0.6293389608635742,0.4526438324531705,1.7566320369921355,2.504184148002715,-0.08968203156975162,0.6365490943770291,0.4086380200624098
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_repeat,id_repeat_s42,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/metrics.json,390cb9b1381970a6da61c5efff2032642be993aa9532db3743aef9bd8308b516,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/predictions.npz,,0.6200337828795147,1.2207464627988613,0.03457874371070356,0.9419767844656929,0.8693594396478421,0.5791754456121755,1.0515955200129758,-0.029294722967747475,0.94923543973564,0.8919893011820759
descriptor:lightgbm,lightgbm,id_repeat,id_repeat_s42,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/metrics.json,390cb9b1381970a6da61c5efff2032642be993aa9532db3743aef9bd8308b516,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/predictions.npz,,0.588006425272151,1.195915843756909,0.003827160257508312,0.9469772265143703,0.8746199829595002,0.5684118940154268,1.0593555228624985,-0.046477992869675556,0.9522334609987891,0.8903893403043552
descriptor:mean,mean,id_repeat,id_repeat_s42,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/metrics.json,390cb9b1381970a6da61c5efff2032642be993aa9532db3743aef9bd8308b516,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/predictions.npz,,2.349486231718886,3.384378823926504,-0.21675177905344256,,-0.0041186266654400505,2.268734081944621,3.205986706003451,-0.1999602434797682,,-0.0039053200866809856
descriptor:random_forest,random_forest,id_repeat,id_repeat_s42,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/metrics.json,390cb9b1381970a6da61c5efff2032642be993aa9532db3743aef9bd8308b516,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/predictions.npz,,0.6791260514798783,1.355213281684534,0.01677423099345158,0.9345689041190882,0.8389938801167549,0.6627438620319126,1.254954722201803,-0.033819578394008155,0.9421785061491756,0.8461755271068332
descriptor:ridge,ridge,id_repeat,id_repeat_s42,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/metrics.json,390cb9b1381970a6da61c5efff2032642be993aa9532db3743aef9bd8308b516,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s42/predictions.npz,,1.7299180038502888,2.4392956811658184,-0.16695677127140948,0.6632689632629474,0.47837790492389587,1.7514377012938194,2.464239447201798,-0.06178740784606456,0.6205996710564071,0.4068901559453355
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_repeat,id_repeat_s43,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/metrics.json,81853a8f92a155ab671c230ccfb63d8265237cd16b7bc6dee5e9ed5bad422bca,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/predictions.npz,,0.5973066130434923,1.1196447854730016,-0.04720266517184129,0.9432633543681131,0.8721038489772331,0.552298149573128,0.9165260056461838,0.016195279742974838,0.9535531270265307,0.9121611673038302
descriptor:lightgbm,lightgbm,id_repeat,id_repeat_s43,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/metrics.json,81853a8f92a155ab671c230ccfb63d8265237cd16b7bc6dee5e9ed5bad422bca,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/predictions.npz,,0.5881618045737768,1.1179350143548712,-0.0443254396337578,0.9463130602504677,0.8724941623763522,0.5425763632148272,0.9170113690054259,0.009358747397870607,0.9534013053547755,0.9120681093013433
descriptor:mean,mean,id_repeat,id_repeat_s43,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/metrics.json,81853a8f92a155ab671c230ccfb63d8265237cd16b7bc6dee5e9ed5bad422bca,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/predictions.npz,,2.211045272312698,3.1327593612514817,-0.11155329365249735,,-0.00126958489352047,2.2683279486630354,3.0931785988372837,-0.06751640017022185,,-0.00047666748516639323
descriptor:random_forest,random_forest,id_repeat,id_repeat_s43,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/metrics.json,81853a8f92a155ab671c230ccfb63d8265237cd16b7bc6dee5e9ed5bad422bca,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/predictions.npz,,0.6677889777506174,1.277240926989716,-0.044658071064084245,0.924984803153945,0.833565788128671,0.6422152700145028,1.1339652444658648,-0.015480777214923724,0.9348029319953688,0.8655389621816159
descriptor:ridge,ridge,id_repeat,id_repeat_s43,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/metrics.json,81853a8f92a155ab671c230ccfb63d8265237cd16b7bc6dee5e9ed5bad422bca,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s43/predictions.npz,,1.7197123346438166,2.3797444914859414,-0.11840078024802995,0.6068541989911308,0.42222650948653306,1.7324692010319924,2.269084322413069,0.009815484316592233,0.6313101527176391,0.46160844177861404
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_repeat,id_repeat_s44,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/metrics.json,83db21d05c0b48c80be2da94f4e850921f54678884050a56ddf03df4e83c9c96,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/predictions.npz,,0.5559466557099042,0.8954859653831174,0.07015316734614489,0.9415929617689134,0.9119774602283262,0.5979937435237622,1.1435737234111492,-0.032343573904876945,0.9546649167364892,0.8783160894438138
descriptor:lightgbm,lightgbm,id_repeat,id_repeat_s44,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/metrics.json,83db21d05c0b48c80be2da94f4e850921f54678884050a56ddf03df4e83c9c96,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/predictions.npz,,0.5361942045216848,0.8639205399343723,0.05962698053840879,0.9460650813128155,0.9180735895110581,0.5770651135049196,1.1180549512661073,-0.014962152761424218,0.9532002551276605,0.8836862330387543
descriptor:mean,mean,id_repeat,id_repeat_s44,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/metrics.json,83db21d05c0b48c80be2da94f4e850921f54678884050a56ddf03df4e83c9c96,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/predictions.npz,,2.2028711372242773,3.0300531448102266,0.26666643571188475,,-0.007805721288120626,2.3673143941649393,3.2783121415099803,0.011588755770806555,,-1.249621369558973e-05
descriptor:random_forest,random_forest,id_repeat,id_repeat_s44,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/metrics.json,83db21d05c0b48c80be2da94f4e850921f54678884050a56ddf03df4e83c9c96,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/predictions.npz,,0.635404064250186,1.0644407285701372,0.07547729072155779,0.9298690630402111,0.8756289516527733,0.6536020431878892,1.3019602623814348,-0.03800807059823375,0.9442935406396521,0.8422750926283682
descriptor:ridge,ridge,id_repeat,id_repeat_s44,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/metrics.json,83db21d05c0b48c80be2da94f4e850921f54678884050a56ddf03df4e83c9c96,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s44/predictions.npz,,1.6893508980242178,2.267590316348259,0.16204909232634318,0.6049601768073302,0.43557594392537613,1.7234018845898427,2.4182764817099858,0.0036489063547963546,0.6560858375633425,0.45585238844638254
descriptor:hist_gradient_boosting,hist_gradient_boosting,id_repeat,id_repeat_s45,42,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/metrics.json,e34339bf6a63829f8637f41cca54a26610fad2d9fe393f45e17b1c3b7bd9c6d0,/storage/ssd/metaiot_guest/yiminghua/prm_runs_v2/baselines/descriptors/id_repeat_s45/predictions.npz,,0.6025462609818282,1.0631299200542834,-0.03973765903666822,0.9539760804478794,0.8996728720499394,0.5542788533210697,1.0643878786114531,0.011813402136898875,0.9569158341451413,0.8895033849666962
