axis,group,n,mae_eV,rmse_eV,bias_eV
dopant,Te,132,0.4308583281866571,1.0036699664529862,-0.19975001856542515
dopant,Ti,159,0.3345250751779652,0.5773384289230433,-0.002171440964711236
dopant,Tl,139,0.3255219632185434,0.5117299088305799,0.07001639741997823
dopant,V,170,0.3450336391052999,0.6928144413617912,-0.025075752338019813
dopant,W,137,0.4833001821984101,0.8707298647986507,0.055797910519295314
dopant,Xe,167,0.6611630745995389,1.3835470149016071,-0.18503767336895996
dopant,Y,162,0.3903278681388884,0.7313965607894246,-0.04842989756852498
dopant,Zn,157,0.41164542914205154,0.6958610524960769,-0.01932608165971188
dopant,Zr,152,0.3692405960230585,0.8049483004238237,-0.021752116392125147
defecttype,adsorbate,6925,0.32155343179799545,0.7254335653033928,-0.00809271162117144
defecttype,interstitial,3299,0.7189052566779659,1.2980041569232776,-0.08810852249225522
site,ads0,2324,0.2536373017546765,0.6601620314167143,0.011490625388365733
site,ads1,2176,0.2875962749322394,0.5644229023981628,-0.004938908469733856
site,ads2,2029,0.3578410237332547,0.6965604874625481,0.003427022664770235
site,ads3,64,0.27107314629622126,0.7694507382644095,-0.12297807196837607
site,ads4,61,0.24790421125199524,0.4350293073390012,-0.05984352143449782
site,ads5,65,0.3643513146029877,0.8304485625843349,0.08697137881501571
site,int0,1029,0.8283391843549627,1.4610195411601186,-0.16005312229730873
site,int1,822,0.8290564706776636,1.4998363931774337,-0.02411414828479175
site,int2,794,0.6728108929937602,1.1949736563861744,-0.11693219865407439
site,int3,352,0.7655030972197582,1.5518831532902768,-0.1578088005629465
site,int4,452,0.5466249514444024,0.9191724389929953,-0.05743871247937056
site,int5,56,0.2921679587221849,0.39502365955377333,-0.08719741326965112
