evidence_tier,evidence_label,sample_index,raw_row_id,host,host_family,dopant,impurity_series,defecttype,site,natoms,target_eV,target_decile,pair_absolute_error_eV,extension_factor,abs_conv2,nonpathological_eligible,high_error_interstitial_pool_rank,bottom_quartile_adsorbate_pool_rank,xf_gt_2_pathology_rank,top_1pct_abs_conv2_pathology_rank,provenance_missing
canonical,CANONICAL — REPAIRED G2 OOF,0,5,SnS2,chalcogenide,Cl,main_group,interstitial,int0,28,4.801365439999993,8,2.926176374066766,1.1357322881089045,0.050831,1,97,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,1,7,WS2,chalcogenide,H,main_group,interstitial,int0,49,2.0896895974999854,4,0.10479913653196782,1.0325086824595753,6.62265e-05,1,2509,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,2,8,MoS2,chalcogenide,Tc,4d,adsorbate,ads0,49,6.043423804999988,8,0.15581003165404095,0.970117233380424,2.78693e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,4,13,WTe2,chalcogenide,Be,main_group,adsorbate,ads1,28,3.2260638650000035,6,0.12676634150146837,0.9305831704995222,8.47154e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,5,14,MoSe2,chalcogenide,Ru,4d,adsorbate,ads1,49,4.2163123349999685,7,0.20893471048824974,0.8736845360492846,8.25108e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,6,15,WTe2,chalcogenide,Lu,f_block_other,interstitial,int0,28,4.2114044050000015,7,0.17763193643310693,1.2320559220244542,0.00137218,1,2184,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,7,16,MoS2,chalcogenide,Zn,3d,adsorbate,ads1,49,1.0672336199999883,3,0.12711423842896674,1.2227650469701503,0.00163485,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,8,17,MoTe2,chalcogenide,Co,3d,adsorbate,ads0,28,4.308469094999996,7,0.00016192413207605227,0.9766769562717046,2.24925e-05,1,,7,,,0
canonical,CANONICAL — REPAIRED G2 OOF,9,19,WTe2,chalcogenide,Hg,5d,adsorbate,ads0,28,0.1673702150000045,1,0.2797065824853471,1.1799128716493086,0.000200749,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,10,20,SnS2,chalcogenide,Ru,4d,interstitial,int0,28,1.8610952650000008,4,0.6673234258581551,1.0794396076117123,0.00146313,1,841,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,11,21,MoTe2,chalcogenide,As,main_group,adsorbate,ads1,28,2.8542523049999966,6,0.011336360008548318,1.2187899331809828,0.0008330999999999,1,,342,,,0
canonical,CANONICAL — REPAIRED G2 OOF,12,24,MoSe2,chalcogenide,I,main_group,adsorbate,ads2,49,0.8601984549999802,2,0.08953086838716584,1.203383515283812,6.51378e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,13,26,MoS2,chalcogenide,Au,5d,adsorbate,ads0,49,2.3606605324999785,5,0.08866594174070119,0.9769885439031164,6.989979999999999e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,14,27,NbS2,chalcogenide,B,main_group,adsorbate,ads1,28,1.1171428375000083,3,0.5939540080780112,0.8691380800082439,0.00031027,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,15,28,SnS2,chalcogenide,Rh,4d,adsorbate,ads0,28,3.1086509999999947,6,0.04850133035277793,0.9267108162262828,0.0127765,1,,1320,,,0
canonical,CANONICAL — REPAIRED G2 OOF,16,29,MoSe2,chalcogenide,Cl,main_group,adsorbate,ads1,49,0.7582789600000082,2,0.200044029961556,1.2978578458040304,0.00372596,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,17,31,WTe2,chalcogenide,Ir,5d,adsorbate,ads1,28,4.030844462500008,7,0.06086899100342613,0.8659977914185492,0.000398654,1,,1640,,,0
canonical,CANONICAL — REPAIRED G2 OOF,18,32,SnS2,chalcogenide,Hf,5d,adsorbate,ads0,28,3.5400331999999946,7,0.3923233535034125,0.9559269286507583,0.0782641999999999,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,19,33,MoSe2,chalcogenide,N,main_group,adsorbate,ads1,49,5.438562150000001,8,0.006536240576172858,0.9978521460342206,0.00696873,1,,201,,,0
canonical,CANONICAL — REPAIRED G2 OOF,20,34,NbS2,chalcogenide,Br,main_group,adsorbate,ads0,28,-0.0135642337499999,1,0.17627275463928213,0.9652201356660616,7.8147e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,21,35,NbSe2,chalcogenide,Os,5d,adsorbate,ads0,28,8.288310070000014,9,1.771053810081801,0.908429802009754,0.0299,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,22,37,WS2,chalcogenide,Pt,5d,adsorbate,ads2,49,3.6064450574999833,7,0.07459427584352252,0.9925595457158348,8.806479999999999e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,23,39,WTe2,chalcogenide,H,main_group,adsorbate,ads0,28,2.246647777500017,5,0.2919989204980298,1.0446333793839142,7.32347e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,24,40,SnS2,chalcogenide,Cd,4d,interstitial,int4,28,4.951312599999996,8,0.08584695897826755,1.0531137608349774,2.89134e-05,1,2610,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,25,41,WSe2,chalcogenide,Lu,f_block_other,adsorbate,ads1,49,2.7886018849999976,6,0.03399251922058344,0.95833366047604,8.75573e-05,1,,945,,,0
canonical,CANONICAL — REPAIRED G2 OOF,26,42,WS2,chalcogenide,Cl,main_group,interstitial,int3,49,9.3448726,9,0.035076016027831614,1.0523523032242006,7.57394e-05,1,2857,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,27,43,SnS2,chalcogenide,Li,main_group,adsorbate,ads0,28,-0.6758496400000087,0,0.10352917872681533,0.9807022561912848,0.0008392569999999,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,28,44,NbSe2,chalcogenide,Mo,4d,adsorbate,ads1,28,3.412059169999996,6,0.0918646871966513,0.8662938137244722,0.00532579,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,29,46,MoS2,chalcogenide,C,main_group,adsorbate,ads1,49,5.810359127499978,8,0.06699501755007109,1.0198074995432127,8.50291e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,30,47,WTe2,chalcogenide,Al,main_group,adsorbate,ads1,28,2.402356442500007,5,0.2398636904248117,1.0695112308930066,7.926359999999999e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,31,50,MoTe2,chalcogenide,Sc,3d,adsorbate,ads1,28,2.71409145500002,6,0.42329088355836975,0.9232807142332236,6.610479999999999e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,32,51,SnS2,chalcogenide,Ta,5d,interstitial,int2,28,10.86908782,9,0.8031832026904304,2.7707173558934315,0.0585678,0,,,154,,0
canonical,CANONICAL — REPAIRED G2 OOF,33,52,MoS2,chalcogenide,Se,main_group,adsorbate,ads0,49,1.2367338433333317,3,0.057939480297954926,0.9645832476705554,5.8728900000000006e-05,1,,1564,,,0
canonical,CANONICAL — REPAIRED G2 OOF,34,54,NbSe2,chalcogenide,Si,main_group,adsorbate,ads2,28,0.972651794999992,3,0.025979832261954883,1.0208727306682748,7.06032e-05,1,,756,,,0
canonical,CANONICAL — REPAIRED G2 OOF,35,55,WSe2,chalcogenide,K,main_group,adsorbate,ads1,49,0.0902796099999545,1,0.04991486772090177,1.00239486317664,8.664649999999999e-05,1,,1362,,,0
canonical,CANONICAL — REPAIRED G2 OOF,36,56,WS2,chalcogenide,O,main_group,interstitial,int3,49,1.1988745550000317,3,0.48151008092526126,1.0241983606732905,2.1598400000000003e-05,1,1178,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,37,57,WS2,chalcogenide,Ru,4d,interstitial,int3,49,9.053654394999992,9,0.3973633870043862,1.1982490932373264,0.00145198,1,1397,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,38,58,WSe2,chalcogenide,Ge,main_group,adsorbate,ads2,49,2.8716773149999915,6,0.15143021368653198,1.1804051341954338,0.000804825,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,39,59,MoS2,chalcogenide,Cs,main_group,interstitial,int2,49,19.56350179499996,9,1.9779839116991802,3.6991530975141416,0.0400166,0,,,54,,0
canonical,CANONICAL — REPAIRED G2 OOF,40,60,WSe2,chalcogenide,Ni,3d,adsorbate,ads0,49,3.6584432949999535,7,0.06701644563471909,0.9405280523507789,0.0294971,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,41,61,MoSe2,chalcogenide,Ni,3d,adsorbate,ads1,49,1.8031626149999889,4,0.19774218350770156,0.8816318081981176,6.81381e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,42,63,WTe2,chalcogenide,I,main_group,adsorbate,ads1,28,0.6249471450000132,2,0.21002991439393415,1.2154885469045509,9.94813e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,43,65,MoSe2,chalcogenide,Mg,main_group,adsorbate,ads2,49,1.2766474249999762,3,0.046790742572045296,1.0933818606835746,9.59292e-05,1,,1272,,,0
canonical,CANONICAL — REPAIRED G2 OOF,44,66,NbS2,chalcogenide,Cs,main_group,interstitial,int4,28,12.194066054999984,9,0.9866046978832852,1.0982098890291394,4.77617e-05,1,513,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,45,68,WTe2,chalcogenide,In,main_group,interstitial,int0,28,5.783479289999994,8,0.2638124656762759,1.108801833288822,6.08893e-05,1,1848,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,46,71,SnS2,chalcogenide,Be,main_group,adsorbate,ads0,28,2.1821784350000004,5,0.10478836568969685,1.020011401927803,0.0033965,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,47,72,WTe2,chalcogenide,Pt,5d,adsorbate,ads0,28,3.27616716750002,6,0.0872738493237506,0.9206693770556968,0.0506065999999999,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,48,73,MoSe2,chalcogenide,O,main_group,adsorbate,ads0,49,0.3363265950000027,2,0.025691513367917196,0.9412123477836388,3.43507e-05,1,,749,,,0
canonical,CANONICAL — REPAIRED G2 OOF,49,74,MoS2,chalcogenide,As,main_group,adsorbate,ads2,49,2.9091969849999737,6,0.13985763765017278,1.2618129926618042,0.000304731,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,50,75,SnS2,chalcogenide,Hg,5d,adsorbate,ads1,28,-0.2609889550000028,1,0.17221665809448522,1.1373943999258656,0.00194713,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,51,76,WSe2,chalcogenide,Li,main_group,interstitial,int0,49,3.636123819999967,7,0.7667024892041345,1.0683941926920613,6.0477e-05,1,707,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,52,77,MoTe2,chalcogenide,B,main_group,adsorbate,ads2,28,5.207470777500017,8,0.7173661022070483,1.0067492145723465,0.00241763,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,53,78,WS2,chalcogenide,N,main_group,interstitial,int2,49,7.260247569999995,9,0.17326607135742655,1.3210002331342792,0.000145401,1,2197,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,54,79,MoS2,chalcogenide,Te,main_group,adsorbate,ads2,49,2.222274750000002,5,0.062020509963991444,1.2260005898060138,0.0021226999999999,1,,1669,,,0
canonical,CANONICAL — REPAIRED G2 OOF,55,81,WSe2,chalcogenide,Ta,5d,adsorbate,ads2,49,7.100990239999982,9,0.07202428998777499,0.9635464147484846,6.47358e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,56,82,NbS2,chalcogenide,V,3d,interstitial,int4,28,2.936797249999996,6,0.1703728549804726,1.0580342070648003,4.85287e-05,1,2215,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,57,83,MoSe2,chalcogenide,Lu,f_block_other,adsorbate,ads0,49,3.0147438349999964,6,0.013889044257205718,0.9547840651792502,1.0383e-05,1,,421,,,0
canonical,CANONICAL — REPAIRED G2 OOF,58,84,MoS2,chalcogenide,Cr,3d,interstitial,int3,49,5.0787617250000014,8,0.16573938889160011,1.0677290795381218,1.41658e-05,1,2235,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,59,85,MoSe2,chalcogenide,Be,main_group,interstitial,int1,49,10.278102334999993,9,0.014500204062507294,1.760480891793857,0.00389339,1,2944,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,61,88,MoS2,chalcogenide,B,main_group,adsorbate,ads0,49,5.214342887500006,8,0.07463436851807259,1.0033468930157394,0.000824437,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,62,89,NbSe2,chalcogenide,Mn,3d,adsorbate,ads0,28,2.242971852499985,5,0.10313992194459498,0.97879349262094,4.75143e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,63,90,WTe2,chalcogenide,Rh,4d,adsorbate,ads1,28,2.62815827,5,0.24906939136840833,0.8608564122344363,3.62556e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,64,91,NbS2,chalcogenide,Pd,4d,adsorbate,ads2,28,1.2398027749999858,3,0.17565649471128952,0.9886383752420026,0.00666354,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,65,92,SnS2,chalcogenide,Ni,3d,interstitial,int0,28,2.402539244999998,5,0.48680626522552295,1.0289396055994546,0.000151197,1,1159,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,66,93,MoTe2,chalcogenide,Sb,main_group,adsorbate,ads0,28,2.4370977500000075,5,0.057700596145637384,0.9759562285274,5.692e-05,1,,1556,,,0
canonical,CANONICAL — REPAIRED G2 OOF,68,95,SnS2,chalcogenide,Ge,main_group,interstitial,int2,28,3.795815975000002,7,1.0204720193847638,1.4760929211561618,0.00524104,1,496,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,69,97,NbSe2,chalcogenide,Ti,3d,adsorbate,ads0,28,2.356604745000002,5,0.4037461976116923,0.9306772679871758,0.369711,0,,,,97,0
canonical,CANONICAL — REPAIRED G2 OOF,70,98,WSe2,chalcogenide,Mn,3d,interstitial,int2,49,4.086142862499978,7,0.02060445612790751,1.1569816513038502,0.000365264,1,2917,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,71,99,WSe2,chalcogenide,Cl,main_group,adsorbate,ads0,49,0.5225081199999648,2,0.05028078502376854,1.0302486025284632,9.60206e-05,1,,1371,,,0
canonical,CANONICAL — REPAIRED G2 OOF,72,102,NbSe2,chalcogenide,Sr,main_group,interstitial,int0,28,6.3680150675000124,9,0.14141486414061255,1.0848960516149595,1.19791e-06,1,2334,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,73,103,MoS2,chalcogenide,Sc,3d,adsorbate,ads2,49,2.490334964999992,5,0.09739158273680859,0.9326018048437108,0.0215604,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,74,104,WTe2,chalcogenide,Hf,5d,adsorbate,ads1,28,5.13243010000002,8,0.1493978734375201,0.9509732167443948,8.82395e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,75,106,WS2,chalcogenide,Hg,5d,adsorbate,ads2,49,0.1534876450000118,1,0.17882589259764445,1.3296186930323868,4.79438e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,76,109,NbS2,chalcogenide,Tl,main_group,adsorbate,ads1,28,-1.1004992150000172,0,0.02213150488649185,1.0841126225083753,0.0100004,1,,645,,,0
canonical,CANONICAL — REPAIRED G2 OOF,77,110,NbSe2,chalcogenide,Cd,4d,adsorbate,ads2,28,0.2938508299999988,2,0.08794062415893433,1.0119170771884156,5.38268e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,78,112,WTe2,chalcogenide,Li,main_group,adsorbate,ads1,28,0.4730589200000008,2,0.11185886373718179,0.995408478521968,3.42191e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,79,115,NbS2,chalcogenide,C,main_group,adsorbate,ads0,28,4.827682627500009,8,0.2090536487707606,0.943378960378791,6.56982e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,80,116,SnS2,chalcogenide,Al,main_group,adsorbate,ads0,28,1.0807765724999991,3,0.19860100773406897,1.040885893693006,0.00944794,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,81,118,WTe2,chalcogenide,S,main_group,interstitial,int2,28,2.8578394200000115,6,0.336262867292469,1.5090433363556215,0.00777603,1,1583,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,82,121,SnS2,chalcogenide,Na,main_group,interstitial,int4,28,3.3790169266666705,6,0.802231123825484,1.0336975034994382,1.49336e-05,1,662,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,83,122,WSe2,chalcogenide,Ru,4d,adsorbate,ads0,49,5.809584204999991,8,0.12769740358155168,0.9339513884616996,9.47707e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,84,124,NbS2,chalcogenide,Ag,4d,interstitial,int1,28,12.233388667500009,9,0.5103542753100498,2.8205880551920224,0.0106723999999999,0,,,205,,0
canonical,CANONICAL — REPAIRED G2 OOF,85,125,WTe2,chalcogenide,N,main_group,adsorbate,ads2,28,5.843084120000019,8,0.19470617846189509,0.9538010796662272,7.34858e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,86,127,WTe2,chalcogenide,Ca,main_group,interstitial,int4,28,6.184643537500008,8,0.6441757983947838,1.0987043174022273,4.12917e-05,1,876,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,87,128,NbSe2,chalcogenide,Pd,4d,adsorbate,ads2,28,1.526397115000008,4,0.019203537694694184,0.9748769031878912,5.4052700000000005e-05,1,,578,,,0
canonical,CANONICAL — REPAIRED G2 OOF,88,130,WSe2,chalcogenide,Tc,4d,adsorbate,ads0,49,6.346788674999986,9,0.043832093884263124,0.9965856787674836,9.92342e-05,1,,1198,,,0
canonical,CANONICAL — REPAIRED G2 OOF,89,133,MoTe2,chalcogenide,Ta,5d,adsorbate,ads1,28,6.391212180000019,9,0.09116248812131911,0.926841715387136,0.0401753,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,90,135,SnS2,chalcogenide,Sc,3d,interstitial,int2,28,4.0132046950000015,7,0.5195246946948258,1.497804062068956,0.00202121,1,1094,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,91,136,WSe2,chalcogenide,H,main_group,adsorbate,ads2,49,3.167068167499993,6,1.1221968372387625,1.305957178544504,0.0013461999999999,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,92,137,NbS2,chalcogenide,Mn,3d,adsorbate,ads0,28,1.8491570224999887,4,0.020673917794178154,0.972891460531188,0.00023211,1,,613,,,0
canonical,CANONICAL — REPAIRED G2 OOF,94,139,WTe2,chalcogenide,Ba,main_group,adsorbate,ads1,28,0.9901200300000004,3,0.0010344749234012518,0.9683133150783388,0.00178724,1,,35,,,0
canonical,CANONICAL — REPAIRED G2 OOF,95,140,SnS2,chalcogenide,Zr,4d,adsorbate,ads0,28,3.1118122849999974,6,0.07155125480285385,0.949922557377307,0.000194147,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,96,141,WSe2,chalcogenide,Zn,3d,adsorbate,ads1,49,1.05399413999995,3,0.058739742607677004,1.2602014278668574,0.000233798,1,,1589,,,0
canonical,CANONICAL — REPAIRED G2 OOF,97,143,MoSe2,chalcogenide,P,main_group,interstitial,int2,49,6.795558159999981,9,0.09291476552976619,1.4459332704191723,0.0004431119999999,1,2569,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,98,146,NbSe2,chalcogenide,Cs,main_group,interstitial,int4,28,9.927473284999996,9,1.08014657278809,1.1080299508971496,0.00290459,1,451,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,99,147,WS2,chalcogenide,Cr,3d,adsorbate,ads0,49,3.627657044999987,7,0.1528247703381478,0.9798399460732714,3.4768e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,100,148,NbS2,chalcogenide,F,main_group,adsorbate,ads1,28,-0.8984218375000035,0,0.7084533436981166,1.1640948106477549,0.0009184369999999,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,101,149,NbSe2,chalcogenide,Re,5d,interstitial,int3,28,3.1440042200000065,6,0.15045749568054845,1.113846890824929,0.00438401,1,2300,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,102,150,NbSe2,chalcogenide,C,main_group,interstitial,ads2,28,2.4271687075,5,0.360886474003296,1.047328021438776,0.0002205059999999,1,1503,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,103,151,WSe2,chalcogenide,Au,5d,adsorbate,ads0,49,2.416406512499962,5,0.1072226760376358,0.9984497979554516,7.65757e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,104,156,MoSe2,chalcogenide,Co,3d,adsorbate,ads2,49,3.765279614999972,7,0.2990361095220666,1.0017939296798204,5.88372e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,105,157,NbSe2,chalcogenide,Rb,main_group,interstitial,int0,28,8.332362534999996,9,1.1564508652685586,1.1187911119084677,0.0011504,1,411,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,106,158,MoS2,chalcogenide,Be,main_group,interstitial,int0,49,3.8190795849999577,7,0.4754375886162907,1.0570570939216637,7.44984e-05,1,1195,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,107,159,MoSe2,chalcogenide,Cr,3d,interstitial,int2,49,13.515392024999992,9,4.336502750402824,2.016525627123832,0.00421538,0,,,21,,0
canonical,CANONICAL — REPAIRED G2 OOF,108,160,MoS2,chalcogenide,Lu,f_block_other,adsorbate,ads1,49,2.4309449949999538,5,0.23948328106205796,0.9333382419286878,0.00293499,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,110,163,NbSe2,chalcogenide,Tl,main_group,adsorbate,ads1,28,-0.7440425650000044,0,0.04745762504333939,1.047569331384876,0.00240403,1,,1294,,,0
canonical,CANONICAL — REPAIRED G2 OOF,111,164,NbS2,chalcogenide,Cd,4d,adsorbate,ads2,28,-0.0806888099999959,1,0.04996404612975665,1.023588566065151,6.56208e-05,1,,1364,,,0
canonical,CANONICAL — REPAIRED G2 OOF,112,166,MoS2,chalcogenide,Ni,3d,adsorbate,ads0,49,3.143041044999988,6,0.055846064756481795,0.9429704350129188,5.25037e-05,1,,1509,,,0
canonical,CANONICAL — REPAIRED G2 OOF,113,167,WSe2,chalcogenide,O,main_group,adsorbate,ads1,49,2.17519561499995,5,0.18302090912419544,1.0936131482220022,0.00146527,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,114,169,WS2,chalcogenide,K,main_group,interstitial,int3,49,14.677700240000007,9,1.0639045649926686,1.0756262993279773,0.000682563,1,460,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,115,171,MoS2,chalcogenide,Ge,main_group,adsorbate,ads2,49,2.71680445499998,6,0.10052103825193326,1.194592009859802,0.00130601,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,116,172,SnS2,chalcogenide,Co,3d,interstitial,int3,28,0.1968064249999948,1,1.1522848547943063,1.101309079279542,0.0137032,1,414,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,117,173,WSe2,chalcogenide,Ga,main_group,adsorbate,ads2,49,1.9841059937499752,4,0.10035782003629112,1.1657535047287952,4.45475e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,118,175,SnS2,chalcogenide,Pd,4d,interstitial,int4,28,2.9369652449999952,6,0.49401305318726063,1.032163744562309,0.00104694,1,1143,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,119,176,WS2,chalcogenide,Sb,main_group,interstitial,int0,49,13.032978510000008,9,0.27245662126709824,1.099026182059797,0.000625764,1,1816,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,120,177,MoSe2,chalcogenide,Re,5d,interstitial,int4,49,6.175869699999971,8,0.2853500875976849,1.0839431853089465,7.64609e-05,1,1764,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,121,181,WSe2,chalcogenide,As,main_group,adsorbate,ads2,49,2.9048049649999617,6,0.03432867910404225,1.2323750857412792,2.51063e-05,1,,956,,,0
canonical,CANONICAL — REPAIRED G2 OOF,122,182,SnS2,chalcogenide,Ba,main_group,adsorbate,ads0,28,-1.222869020000004,0,0.12590755890319416,0.9350660962911764,4.81894e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,123,183,NbS2,chalcogenide,Fe,3d,interstitial,int1,28,12.08187556,9,0.7611534622167966,3.0068284803821608,0.0004513309999999,0,,,162,,0
canonical,CANONICAL — REPAIRED G2 OOF,124,184,WTe2,chalcogenide,Zr,4d,adsorbate,ads1,28,4.500697865000005,7,0.14235140275024882,0.9298473812378124,4.69613e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,125,185,MoSe2,chalcogenide,K,main_group,adsorbate,ads0,49,-0.0102256300000067,1,0.17425069828308776,0.9975629233375972,5.44166e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,127,187,MoTe2,chalcogenide,F,main_group,interstitial,ads2,28,1.0581960025000037,3,0.30918592785125365,1.0352585488871286,0.000402564,1,1667,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,128,188,WSe2,chalcogenide,N,main_group,adsorbate,ads0,49,4.630730829999953,8,0.28666571541020325,0.9491615917985124,5.71137e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,129,189,MoS2,chalcogenide,Ta,5d,adsorbate,ads2,49,6.345291480000008,9,0.05383361918212071,0.9185646449157736,7.57489e-05,1,,1462,,,0
canonical,CANONICAL — REPAIRED G2 OOF,130,190,NbSe2,chalcogenide,Pb,main_group,adsorbate,ads0,28,0.3082699749999889,2,0.06418513994749869,0.9654129021278668,1.55525,0,,,,14,0
canonical,CANONICAL — REPAIRED G2 OOF,131,191,WSe2,chalcogenide,Te,main_group,adsorbate,ads2,49,2.1529434799999816,5,0.09263526199766225,1.1853885245114824,0.000687727,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,132,193,MoS2,chalcogenide,F,main_group,adsorbate,ads0,49,-0.4696768675000351,1,0.10747013948849027,1.018598749784788,7.817189999999999e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,133,194,SnS2,chalcogenide,Cs,main_group,adsorbate,ads2,28,-2.1607199450000047,0,0.29505593972046373,0.999361136187612,0.00433563,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,135,199,SnS2,chalcogenide,Tc,4d,interstitial,int0,28,1.1682383250000044,3,0.19196386826018852,1.0464438720416216,0.00220097,1,2125,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,136,201,MoS2,chalcogenide,In,main_group,adsorbate,ads1,49,-3.1704174,0,4.501037688848877,1.072191196034841,0.0601566,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,137,202,MoSe2,chalcogenide,Au,5d,adsorbate,ads1,49,2.38920599250001,5,0.05817514685792036,1.076142538147031,3.42686e-05,1,,1571,,,0
canonical,CANONICAL — REPAIRED G2 OOF,138,204,WS2,chalcogenide,P,main_group,adsorbate,ads1,49,3.6608267800000327,7,0.09795822938412257,1.0694490673245771,9.48542e-05,1,,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,139,205,WS2,chalcogenide,Nb,4d,interstitial,int4,49,8.961640050000009,9,0.036279370373543784,1.0923724714626246,9.39448e-05,1,2849,,,,0
canonical,CANONICAL — REPAIRED G2 OOF,140,206,WSe2,chalcogenide,Sc,3d,adsorbate,ads2,49,3.2983030849999904,6,0.0014841979437352215,0.9843273481989876,7.750279999999999e-05,1,,43,,,0
