model,regime,split_id,n_seeds,validation_mae,validation_rmse,validation_bias,validation_spearman,validation_r2,test_mae,test_rmse,test_bias,test_spearman,test_r2
descriptor:validation_selected,id_cv,id_cv5_f3,1,0.645656348334923,1.2863716503941303,-0.0512259688865631,0.94322549822288,0.8439535849294234,0.6544658716916535,1.222747071805559,-0.01512756461093459,0.9419788942570113,0.8636629749114781
descriptor:validation_selected,id_cv,id_cv5_f4,1,0.5897576964994885,1.062802464752422,-0.04128129904999887,0.9445805750322871,0.8844636705121194,0.6271602713812869,1.2204392565704678,-0.05931237036419401,0.9442667203847184,0.8595398226164397
descriptor:validation_selected,id_repeat,id_repeat_s42,1,0.588006425272151,1.195915843756909,0.003827160257508312,0.9469772265143703,0.8746199829595002,0.5684118940154268,1.0593555228624985,-0.046477992869675556,0.9522334609987891,0.8903893403043552
descriptor:validation_selected,id_repeat,id_repeat_s43,1,0.5881618045737768,1.1179350143548712,-0.0443254396337578,0.9463130602504677,0.8724941623763522,0.5425763632148272,0.9170113690054259,0.009358747397870607,0.9534013053547755,0.9120681093013433
descriptor:validation_selected,id_repeat,id_repeat_s44,1,0.5361942045216848,0.8639205399343723,0.05962698053840879,0.9460650813128155,0.9180735895110581,0.5770651135049196,1.1180549512661073,-0.014962152761424218,0.9532002551276605,0.8836862330387543
descriptor:validation_selected,id_repeat,id_repeat_s45,1,0.5878737106931795,1.0495524414073014,-0.042757651430650676,0.9563877343540218,0.9022191102723618,0.5514119605407892,1.0853212255435398,-0.014941342098480817,0.9556918790996896,0.8851143655649584
descriptor:validation_selected,id_repeat,id_repeat_s46,1,0.5902259116072262,1.086064310116536,-0.06931562292955201,0.9500507983600341,0.8783757461007259,0.5841023166925694,1.0764129862979928,-0.05234989020862706,0.9516205475506595,0.8875931047336821
descriptor:validation_selected,pair_cv,pair_cv5_f0,1,0.6725588040149942,1.169962599644993,-0.04042656243068771,0.9339466121194823,0.8647793785603187,0.658738540274553,1.2544224510647508,0.0068384415524930684,0.9330325059153982,0.8431983791423692
descriptor:validation_selected,pair_cv,pair_cv5_f1,1,0.7179099119038762,1.29182567927251,-0.04377743282313732,0.9319812376896206,0.8432173222219956,0.6949654251134088,1.1835113876440406,-0.05962503893312092,0.9360320708910882,0.8616293911381985
descriptor:validation_selected,pair_cv,pair_cv5_f2,1,0.6663797402862353,1.1001717741041843,0.09924420408877058,0.9335847949657645,0.8756010090052222,0.7062614158853533,1.2608381123377688,-0.03223757159763172,0.9336670895314821,0.8506487343538628
descriptor:validation_selected,pair_cv,pair_cv5_f3,1,0.6622578435313451,1.1741314740527726,-0.030371231418371628,0.9406835430972806,0.8713088967584743,0.6652712329581125,1.0942363760445433,0.06607256599307282,0.9340139822190283,0.8769396469112031
descriptor:validation_selected,pair_cv,pair_cv5_f4,1,0.6526832746165434,1.2578758636811338,-0.003751322204086444,0.9342910507127684,0.8423338441233859,0.6459456366091406,1.1854167820805999,-0.08674083312928874,0.9430380499329863,0.8688231473475707
